scheme,season,week,arm,n,mean_fwd3,mean_vs_pos,week_ceiling,min_span
expanding,2014,2,naive,3,17.3156,7.0495,23.4900,3
expanding,2014,2,repo,3,6.4778,-0.4258,23.4900,2
expanding,2014,3,naive,3,7.1844,1.5527,21.0000,2
expanding,2014,3,repo,3,8.9222,3.2954,21.0000,3
expanding,2014,4,naive,3,8.8800,2.2209,24.7200,3
expanding,2014,4,repo,3,12.5556,6.2136,24.7200,3
expanding,2014,5,naive,3,11.6800,4.3129,29.1133,3
expanding,2014,5,repo,3,7.3522,1.9574,29.1133,2
expanding,2014,6,naive,3,16.8111,4.6847,28.1067,3
expanding,2014,6,repo,3,7.3278,4.4931,28.1067,2
expanding,2014,7,naive,3,12.6600,7.5552,21.1000,3
expanding,2014,7,repo,3,12.5944,9.5146,21.1000,2
expanding,2014,8,naive,3,11.5522,6.6289,23.7000,2
expanding,2014,8,repo,3,3.1500,0.1814,23.7000,2
expanding,2014,9,naive,3,10.4489,7.1484,22.4333,3
expanding,2014,9,repo,3,8.1444,5.1070,22.4333,3
expanding,2014,10,naive,3,17.2511,12.8734,22.8333,3
expanding,2014,10,repo,3,3.4222,-0.0020,22.8333,3
expanding,2014,11,naive,3,7.0222,-0.0587,17.7933,3
expanding,2014,11,repo,3,9.8533,2.7724,17.7933,3
expanding,2014,12,naive,3,8.7267,1.0224,16.4600,3
expanding,2014,12,repo,3,7.7444,4.4910,16.4600,3
expanding,2014,13,naive,3,3.4467,-2.9699,17.4400,3
expanding,2014,13,repo,3,4.8733,1.9729,17.4400,3
expanding,2014,14,naive,3,10.1044,4.3034,16.7267,3
expanding,2014,14,repo,3,4.8444,2.0940,16.7267,3
expanding,2014,15,naive,3,3.4500,-0.8983,20.5200,2
expanding,2014,15,repo,3,3.6800,0.6935,20.5200,2
expanding,2014,16,naive,3,8.3133,2.9632,26.1200,1
expanding,2014,16,repo,3,10.8333,7.0629,26.1200,1
expanding,2015,2,naive,3,16.2889,6.4925,23.3000,2
expanding,2015,2,repo,3,3.9556,0.4707,23.3000,3
expanding,2015,3,naive,3,16.2000,12.7249,23.1467,2
expanding,2015,3,repo,3,6.9056,1.6435,23.1467,2
expanding,2015,4,naive,3,10.3556,2.6113,23.1000,3
expanding,2015,4,repo,3,11.4178,6.0739,23.1000,3
expanding,2015,5,naive,3,13.5244,6.1470,26.2000,3
expanding,2015,5,repo,3,7.5333,2.1663,26.2000,2
expanding,2015,6,naive,3,14.7689,4.6909,21.3500,2
expanding,2015,6,repo,3,14.6156,8.1214,21.3500,2
expanding,2015,7,naive,3,17.2989,10.3103,24.9000,2
expanding,2015,7,repo,3,13.2044,8.5862,24.9000,2
expanding,2015,8,naive,3,8.1244,1.5394,24.1600,2
expanding,2015,8,repo,3,11.1644,6.2441,24.1600,2
expanding,2015,9,naive,3,9.4133,3.9662,24.5000,3
expanding,2015,9,repo,3,2.5689,-2.4657,24.5000,3
expanding,2015,10,naive,3,16.0411,9.4365,27.9500,2
expanding,2015,10,repo,3,5.9056,1.4425,27.9500,2
expanding,2015,11,naive,3,8.8556,5.5418,25.7333,3
expanding,2015,11,repo,3,14.1667,9.5443,25.7333,3
expanding,2015,12,naive,3,10.2333,7.0633,24.8533,3
expanding,2015,12,repo,3,13.6400,8.7659,24.8533,3
expanding,2015,13,naive,3,12.8444,5.5634,20.1867,3
expanding,2015,13,repo,3,8.7889,5.5917,20.1867,3
expanding,2015,14,naive,3,16.8089,10.0321,29.0333,3
expanding,2015,14,repo,3,16.4133,11.1954,29.0333,3
expanding,2015,15,naive,3,7.3033,1.8887,24.8000,2
expanding,2015,15,repo,3,7.0667,3.5734,24.8000,2
expanding,2015,16,naive,3,8.5000,3.0856,23.7600,1
expanding,2015,16,repo,3,4.9667,1.1616,23.7600,1
expanding,2016,2,naive,3,17.2667,9.0020,20.8133,3
expanding,2016,2,repo,3,8.2222,4.8908,20.8133,3
expanding,2016,3,naive,3,11.2178,4.3405,18.5467,3
expanding,2016,3,repo,3,11.3522,4.4749,18.5467,2
expanding,2016,4,naive,3,8.0056,0.8995,24.9867,2
expanding,2016,4,repo,3,10.0756,4.3366,24.9867,2
expanding,2016,5,naive,3,17.1000,9.0697,25.1733,3
expanding,2016,5,repo,3,6.4222,3.1959,25.1733,3
expanding,2016,6,naive,3,18.5433,10.6370,24.1400,2
expanding,2016,6,repo,3,11.8656,6.5477,24.1400,2
expanding,2016,7,naive,3,9.4678,4.1996,23.0600,2
expanding,2016,7,repo,3,13.2111,5.4534,23.0600,2
expanding,2016,8,naive,3,10.2400,5.4231,25.8600,2
expanding,2016,8,repo,3,20.3544,14.3232,25.8600,2
expanding,2016,9,naive,3,15.6800,10.5134,25.4933,3
expanding,2016,9,repo,3,14.7822,11.0044,25.4933,2
expanding,2016,10,naive,3,13.1622,7.3184,18.2467,3
expanding,2016,10,repo,3,13.1711,7.3273,18.2467,3
expanding,2016,11,naive,3,12.0333,5.2217,20.0133,3
expanding,2016,11,repo,3,11.6156,7.0094,20.0133,3
expanding,2016,12,naive,3,9.2311,1.3778,19.3667,3
expanding,2016,12,repo,3,9.0000,6.0771,19.3667,3
expanding,2016,13,naive,3,7.5200,3.4895,18.3933,3
expanding,2016,13,repo,3,3.9000,0.9978,18.3933,3
expanding,2016,14,naive,3,10.8911,5.1947,19.5467,3
expanding,2016,14,repo,3,7.8267,2.0033,19.5467,3
expanding,2016,15,naive,3,7.9700,2.4894,24.1600,2
expanding,2016,15,repo,3,10.3867,4.3717,24.1600,2
expanding,2016,16,naive,3,13.2000,6.0276,27.4000,1
expanding,2016,16,repo,3,8.3667,3.2985,27.4000,1
expanding,2017,2,naive,3,8.4333,4.9387,29.8000,3
expanding,2017,2,repo,3,3.7889,0.4376,29.8000,3
expanding,2017,3,naive,3,10.5222,1.9968,30.8533,2
expanding,2017,3,repo,3,8.3833,4.7445,30.8533,2
expanding,2017,4,naive,3,19.7933,10.1860,29.4200,2
expanding,2017,4,repo,3,8.0333,4.4242,29.4200,2
expanding,2017,5,naive,3,8.1067,4.0381,21.0000,3
expanding,2017,5,repo,3,14.9778,12.0227,21.0000,2
expanding,2017,6,naive,3,10.9567,2.7486,19.8800,2
expanding,2017,6,repo,3,10.9167,5.1767,19.8800,2
expanding,2017,7,naive,3,7.3089,1.7986,20.7900,2
expanding,2017,7,repo,3,7.9211,2.4108,20.7900,2
expanding,2017,8,naive,3,13.5100,5.6701,21.1900,2
expanding,2017,8,repo,3,8.2122,2.6861,21.1900,2
expanding,2017,9,naive,3,7.5489,2.9930,16.5800,2
expanding,2017,9,repo,3,10.6200,5.1428,16.5800,2
expanding,2017,10,naive,3,12.5389,6.9262,20.4867,2
expanding,2017,10,repo,3,10.8922,5.9052,20.4867,2
expanding,2017,11,naive,3,4.4356,-0.7226,24.7000,3
expanding,2017,11,repo,3,13.0444,7.9696,24.7000,3
expanding,2017,12,naive,3,19.3156,11.8847,22.8733,3
expanding,2017,12,repo,3,9.3333,6.0790,22.8733,3
expanding,2017,13,naive,3,7.6111,4.0929,19.7667,3
expanding,2017,13,repo,3,13.6444,6.9859,19.7667,3
expanding,2017,14,naive,3,4.7756,0.3995,20.9200,3
expanding,2017,14,repo,3,10.9956,4.8444,20.9200,3
expanding,2017,15,naive,3,6.1167,2.1592,18.7800,2
expanding,2017,15,repo,3,6.0733,0.7528,18.7800,2
expanding,2017,16,naive,3,9.4267,4.7074,24.6600,1
expanding,2017,16,repo,3,9.1533,4.3171,24.6600,1
expanding,2018,2,naive,3,22.0133,10.5208,27.9400,3
expanding,2018,2,repo,3,13.6333,9.5980,27.9400,3
expanding,2018,3,naive,3,5.8644,-3.6830,35.4000,3
expanding,2018,3,repo,3,13.9089,7.1588,35.4000,2
expanding,2018,4,naive,3,20.3578,6.0452,29.3800,2
expanding,2018,4,repo,3,12.0667,8.7892,29.3800,3
expanding,2018,5,naive,3,7.6444,2.1285,24.8700,2
expanding,2018,5,repo,3,4.6000,1.4939,24.8700,3
expanding,2018,6,naive,3,10.9667,3.2746,29.4000,2
expanding,2018,6,repo,3,11.4889,7.3325,29.4000,2
expanding,2018,7,naive,3,12.8344,6.6375,22.3100,2
expanding,2018,7,repo,3,18.3000,13.8172,22.3100,2
expanding,2018,8,naive,3,10.7044,4.7127,20.2600,2
expanding,2018,8,repo,3,10.9811,7.0068,20.2600,2
expanding,2018,9,naive,3,11.6889,6.0639,24.2800,2
expanding,2018,9,repo,3,9.3822,5.0493,24.2800,3
expanding,2018,10,naive,3,16.9667,10.2760,21.4500,2
expanding,2018,10,repo,3,9.7722,5.0019,21.4500,2
expanding,2018,11,naive,3,6.7500,3.7677,21.6200,2
expanding,2018,11,repo,3,12.2000,6.8259,21.6200,3
expanding,2018,12,naive,3,15.3933,6.2408,22.2800,3
expanding,2018,12,repo,3,7.2356,0.9669,22.2800,3
expanding,2018,13,naive,3,12.6511,6.4127,21.9333,3
expanding,2018,13,repo,3,7.4556,1.4645,21.9333,3
expanding,2018,14,naive,3,10.7289,2.8947,23.9667,3
expanding,2018,14,repo,3,10.3556,6.6336,23.9667,3
expanding,2018,15,naive,3,19.9267,11.0096,26.0700,2
expanding,2018,15,repo,3,15.1900,6.2730,26.0700,2
expanding,2018,16,naive,3,15.2067,7.4377,40.4600,1
expanding,2018,16,repo,3,25.3533,17.5844,40.4600,1
expanding,2019,2,naive,3,11.7333,7.8153,25.1000,3
expanding,2019,2,repo,3,14.8056,9.9239,25.1000,2
expanding,2019,3,naive,3,6.7800,2.0280,19.6200,2
expanding,2019,3,repo,3,5.0222,2.1217,19.6200,2
expanding,2019,4,naive,3,10.2689,2.8070,25.6933,2
expanding,2019,4,repo,3,10.9822,5.8750,25.6933,2
expanding,2019,5,naive,3,13.6533,7.6953,22.7133,3
expanding,2019,5,repo,3,5.2889,2.3912,22.7133,3
expanding,2019,6,naive,3,11.2667,8.1805,20.5467,3
expanding,2019,6,repo,3,11.9711,4.4214,20.5467,2
expanding,2019,7,naive,3,11.3578,3.4039,23.4333,3
expanding,2019,7,repo,3,13.3778,10.8119,23.4333,2
expanding,2019,8,naive,3,16.1978,7.8175,21.0600,2
expanding,2019,8,repo,3,6.0722,3.4841,21.0600,2
expanding,2019,9,naive,3,16.2822,6.8830,25.6500,2
expanding,2019,9,repo,3,10.9467,5.5178,25.6500,3
expanding,2019,10,naive,3,15.4244,6.6164,23.0700,2
expanding,2019,10,repo,3,5.4333,2.7363,23.0700,2
expanding,2019,11,naive,3,9.8267,3.1872,24.9667,3
expanding,2019,11,repo,3,8.9400,4.3471,24.9667,3
expanding,2019,12,naive,3,22.0111,15.5166,26.5333,3
expanding,2019,12,repo,3,9.7200,5.5461,26.5333,3
expanding,2019,13,naive,3,13.8244,5.0734,30.4000,3
expanding,2019,13,repo,3,14.5533,8.0760,30.4000,3
expanding,2019,14,naive,3,18.8711,8.5782,25.4733,3
expanding,2019,14,repo,3,7.0667,3.6203,25.4733,3
expanding,2019,15,naive,3,20.3467,12.9879,27.9800,2
expanding,2019,15,repo,3,3.9333,0.4566,27.9800,2
expanding,2019,16,naive,3,18.5133,9.8165,33.8000,1
expanding,2019,16,repo,3,12.0000,6.7190,33.8000,1
expanding,2020,2,naive,3,7.5667,0.5300,24.9000,3
expanding,2020,2,repo,3,13.8111,9.7209,24.9000,2
expanding,2020,3,naive,3,8.5656,5.2026,25.1800,2
expanding,2020,3,repo,3,2.9056,-0.4473,25.1800,2
expanding,2020,4,naive,3,15.8178,10.0329,32.9200,2
expanding,2020,4,repo,3,12.3267,7.9278,32.9200,3
expanding,2020,5,naive,3,16.2844,10.7548,23.5100,2
expanding,2020,5,repo,3,9.4667,3.7645,23.5100,3
expanding,2020,6,naive,3,11.5600,5.2080,20.6667,2
expanding,2020,6,repo,3,13.3356,7.0126,20.6667,3
expanding,2020,7,naive,3,6.4211,2.7649,18.6733,2
expanding,2020,7,repo,3,11.4411,7.5238,18.6733,2
expanding,2020,8,naive,3,12.3689,5.7658,20.4467,3
expanding,2020,8,repo,3,8.0511,5.6032,20.4467,3
expanding,2020,9,naive,3,6.9756,3.5752,18.5133,2
expanding,2020,9,repo,3,9.0400,6.4132,18.5133,3
expanding,2020,10,naive,3,9.9967,4.5555,23.5133,2
expanding,2020,10,repo,3,5.0889,3.0355,23.5133,2
expanding,2020,11,naive,3,14.3889,9.5974,25.8000,3
expanding,2020,11,repo,3,7.1444,4.2857,25.8000,3
expanding,2020,12,naive,3,8.8378,2.9150,26.6533,3
expanding,2020,12,repo,3,9.7956,5.2980,26.6533,3
expanding,2020,13,naive,3,11.7178,3.2567,25.2267,3
expanding,2020,13,repo,3,11.2533,5.7330,25.2267,3
expanding,2020,14,naive,3,15.2578,7.3572,24.2267,3
expanding,2020,14,repo,3,0.3778,-2.5981,24.2267,3
expanding,2020,15,naive,3,8.9767,1.9401,23.9000,2
expanding,2020,15,repo,3,8.9767,5.5645,23.9000,2
expanding,2020,16,naive,3,5.9867,1.2337,37.9800,1
expanding,2020,16,repo,3,8.1533,3.0334,37.9800,1
expanding,2021,2,naive,3,20.2133,10.6236,31.6467,3
expanding,2021,2,repo,3,7.4889,3.0046,31.6467,3
expanding,2021,3,naive,3,17.8667,10.5089,25.3000,3
expanding,2021,3,repo,3,7.2733,0.2495,25.3000,3
expanding,2021,4,naive,3,18.3167,9.7013,22.7067,2
expanding,2021,4,repo,3,10.4078,4.7070,22.7067,2
expanding,2021,5,naive,3,9.2222,1.9669,23.2467,2
expanding,2021,5,repo,3,10.8511,5.0254,23.2467,3
expanding,2021,6,naive,3,11.7333,5.2135,18.8333,3
expanding,2021,6,repo,3,14.0000,9.4866,18.8333,3
expanding,2021,7,naive,3,10.5867,5.5303,21.7200,3
expanding,2021,7,repo,3,13.9456,10.0435,21.7200,2
expanding,2021,8,naive,3,10.2889,3.8530,20.4667,2
expanding,2021,8,repo,3,7.1000,4.5227,20.4667,3
expanding,2021,9,naive,3,8.7222,5.2187,17.6333,3
expanding,2021,9,repo,3,7.7767,4.2732,17.6333,2
expanding,2021,10,naive,3,10.7533,6.5056,16.1933,3
expanding,2021,10,repo,3,6.0200,2.6907,16.1933,2
expanding,2021,11,naive,3,10.1667,4.9379,19.1400,2
expanding,2021,11,repo,3,7.8844,3.9296,19.1400,3
expanding,2021,12,naive,3,9.4478,4.7657,18.6933,2
expanding,2021,12,repo,3,9.6778,6.5733,18.6933,3
expanding,2021,13,naive,3,12.7289,6.0424,17.0667,3
expanding,2021,13,repo,3,9.5044,4.7823,17.0667,3
expanding,2021,14,naive,3,13.5467,7.8053,18.8000,3
expanding,2021,14,repo,3,11.0111,7.3917,18.8000,3
expanding,2021,15,naive,3,5.9289,-0.2650,25.3333,3
expanding,2021,15,repo,3,9.5578,4.8587,25.3333,3
expanding,2021,16,naive,3,5.4000,1.9317,28.2500,2
expanding,2021,16,repo,3,6.1067,1.9424,28.2500,2
expanding,2021,17,naive,3,1.5000,-2.9794,27.2400,1
expanding,2021,17,repo,3,9.4667,6.1288,27.2400,1
expanding,2022,2,naive,3,6.5711,-0.4349,19.9600,3
expanding,2022,2,repo,3,14.7111,11.0784,19.9600,3
expanding,2022,3,naive,3,7.5444,4.2444,22.8000,2
expanding,2022,3,repo,3,8.6222,5.0319,22.8000,3
expanding,2022,4,naive,3,7.7600,-0.0458,20.5000,3
expanding,2022,4,repo,3,9.1556,5.8738,20.5000,3
expanding,2022,5,naive,3,7.5556,4.5581,22.6000,3
expanding,2022,5,repo,3,16.7556,13.7425,22.6000,3
expanding,2022,6,naive,3,2.1800,-1.8979,30.7067,3
expanding,2022,6,repo,3,16.5189,12.1875,30.7067,2
expanding,2022,7,naive,3,9.1356,3.9178,22.3000,3
expanding,2022,7,repo,3,14.1778,9.4218,22.3000,3
